StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Condition,RFSF1,RFSF2,RFSF3,RFSF4,RFSF5,RFSF6,RFSF7,RFSF8,RFSF9,RFSF10,RFSF11,RFSF12,RFSF13,RFSF14,RFSF15,RFSF16,RFSF17,RFSF18,RFSF19,RFSF20,RFSF21,RFSF22,RFSF23,RFSF24,RFSF25,RFSF26,RFSF27,RFSF28,RFSF29,RFSF30,Q94,Q95,Q96,Q97,Q98,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q171,Q172,Q173,Q174,Q175,Q182,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q176,Q178,Q179,Q180,Q181,Q54,Q55,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q66,Q64,Q65,Q7,Q1,Q2,Q183,Q9,Q10,Q11,Q11_2_TEXT,Q12,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q159,Q160,Q161,Q162,Q53,Q54,Q54_6_TEXT,Q56,Q57,Q61,Q62,Q62_3_TEXT,Q63,Q51,Q185,id
1/25/22 21:08,1/25/22 21:19,0,47.196.51.92,100,637,1,1/25/22 21:19,R_20ORnn9nkig2Rnp,,,,,27.86720276,-82.35030365,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,2,4,3,3,4,4,4,4,4,4,3,4,4,4,2,4,3,3,3,4,3,1,1,2,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,3,3,2,2,2,5,1,1,1,2,1,2,1,3,2,2,3,olive,2,2,1,,2,1,1,1,2,7,1,1,2,1,1,1,1,3,18,2,,1,1,3,1,,1,2,Health Science,45750
1/26/22 8:27,1/26/22 8:41,0,75.102.132.145,100,855,1,1/26/22 8:41,R_26bUkccHRn0k0ka,,,,,28.07679749,-82.44599915,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,1,1,1,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,3,2,2,2,4,4,3,5,1,1,,Olive,3,2,1,,2,4,4,3,4,5,3,3,2,1,2,2,2,6,23,2,,1,1,1,1,,1,2,Psychology,44141
1/26/22 10:14,1/26/22 10:27,0,47.204.208.74,100,829,1,1/26/22 10:27,R_3ewzSFQ2BMpQ9sf,,,,,28.14509583,-82.51319885,anonymous,EN,1,1,4,2,2,3,3,3,2,4,4,3,4,4,4,1,3,4,4,4,2,4,4,4,3,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,2,4,4,1,1,3,4,1,1,3,1,1,4,1,1,6,1,1,1,4,1,4,1,1,3,2,3,olive,2,2,1,,1,1,1,1,1,7,1,1,4,1,4,2,1,7,23,2,,1,1,3,3,cristen,3,2,psychology,45739
1/26/22 12:09,1/26/22 12:20,0,131.247.224.15,100,684,1,1/26/22 12:20,R_3F2Qdpp4VdDuN24,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,3,4,3,2,3,4,4,4,1,4,4,3,3,2,4,3,4,4,3,3,3,4,3,4,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,6,4,5,2,4,1,1,1,4,3,2,1,1,,olive,1,1,1,,1,5,5,4,4,4,5,5,5,4,5,5,1,6,21,2,,1,1,2,1,,1,1,health sciences,41947
1/26/22 12:48,1/26/22 12:57,0,131.247.224.19,100,592,1,1/26/22 12:57,R_2YKcodIYTd0o5mg,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,1,1,2,1,1,5,3,1,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,1,1,3,3,3,3,3,4,6,2,4,1,1,1,1,1,4,1,1,3,1,,Olive,4,2,2,"Planned Parenthood, Hope, social media",3,2,7,4,7,2,7,4,6,2,5,5,5,5,18,2,,"1,4",1,3,1,,3,2,Health Sciences,45599
1/26/22 13:08,1/26/22 13:18,0,47.201.68.244,100,606,1,1/26/22 13:18,R_UYJGnuakh5uehO1,,,,,27.98219299,-81.67060089,anonymous,EN,1,1,4,3,4,2,2,4,4,3,4,3,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,1,3,4,4,2,4,4,2,4,4,4,4,4,4,4,3,2,4,2,4,2,2,3,3,3,3,3,3,4,3,4,3,2,2,4,1,4,1,5,4,2,3,Olive,3,2,1,,2,3,5,4,5,4,5,5,5,3,5,5,1,5,19,2,,"1,4",1,1,1,,1,2,Psychology ,44284
1/26/22 13:57,1/26/22 14:11,0,70.127.116.124,100,811,1,1/26/22 14:11,R_2cAsKYTIwcAT7ZU,,,,,28.02059937,-82.45739746,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,2,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,5,6,2,6,3,3,1,2,1,4,1,2,2,1,,olive,5,2,2,High School,4,4,7,4,6,4,7,7,4,2,2,1,1,5,18,2,,2,1,4,3,Baptist,2,2,Health Sciences,45754
1/26/22 14:40,1/26/22 14:51,0,96.58.83.132,100,649,1,1/26/22 14:51,R_2ROkq2W4Ptvgrkc,,,,,28.04060364,-82.39510345,anonymous,EN,1,1,4,4,4,3,3,4,4,1,4,3,4,4,2,3,2,4,2,4,4,4,3,4,3,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,3,2,1,1,1,1,1,4,1,2,3,2,3,olive,4,2,1,,3,1,1,1,4,7,1,1,1,1,1,1,1,5,19,1,,4,1,1,1,,1,2,Psychology,45752
1/26/22 15:22,1/26/22 15:30,0,131.247.226.253,100,460,1,1/26/22 15:30,R_cOUif55oixLSVNf,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,3,1,1,1,1,1,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,2,4,1,3,2,3,5,3,2,5,3,1,,olive,2,2,2,school,3,2,3,1,4,6,4,4,5,1,2,2,2,5,18,2,,"1,4",1,4,3,christian,3,1,psychology,44476
1/26/22 19:07,1/26/22 19:28,0,96.58.72.229,100,1224,1,1/26/22 19:28,R_2OPzl6Aa7AFlOwE,,,,,28.04060364,-82.39510345,anonymous,EN,1,1,4,3,4,2,3,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,1,2,3,2,4,5,2,2,1,1,,Olive,2,2,1,,2,4,6,3,4,6,4,4,4,1,3,2,1,5,20,2,,1,1,1,1,,1,2,Sociology,45545
1/26/22 20:29,1/26/22 20:35,0,104.167.156.108,100,360,1,1/26/22 20:35,R_12MG8Tb1hicKUXV,,,,,28.07679749,-82.44599915,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,1,6,2,1,1,1,1,5,1,1,1,1,,olive,2,2,1,,1,1,1,1,1,7,1,1,1,1,1,1,1,5,19,2,,1,1,2,3,Christian ,2,2,psychology,43086
1/26/22 20:37,1/26/22 20:49,0,68.200.227.149,100,696,1,1/26/22 20:49,R_2pRbXqeVeCC66qc,,,,,27.90319824,-82.29109955,anonymous,EN,1,1,4,3,4,4,2,4,4,3,4,3,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,2,2,4,4,5,4,2,5,1,1,,olive,4,2,2,internet and family,3,6,7,7,7,6,5,7,6,4,5,4,3,5,18,2,,1,1,3,3,Catholic,3,2,communication and science disorders,45537
1/27/22 7:45,1/27/22 8:06,0,65.35.224.40,100,1246,1,1/27/22 8:06,R_3PuJgRz9pJss73z,,,,,27.9447937,-82.24089813,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,1,4,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,3,3,4,2,4,4,3,4,3,3,1,, olive,3,2,1,,2,5,5,4,3,4,4,5,5,5,3,3,2,5,19,1,,3,1,3,1,,2,2,Psychology,44470
1/27/22 9:29,1/27/22 9:40,0,131.247.226.43,100,676,1,1/27/22 9:40,R_1j6rGQwDlBpQ8Vk,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,3,2,3,3,2,2,3,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,2,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,6,3,1,,olive,1,2,1,,1,1,1,1,1,7,1,7,1,1,3,2,2,5,20,1,,4,1,1,1,,1,2,Biomedical Sciences,45738
1/27/22 9:56,1/27/22 10:07,0,72.184.163.241,100,679,1,1/27/22 10:07,R_1DFEdxcI5JzfAn3,,,,,27.84069824,-82.71549988,anonymous,EN,0.899999976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,2,3,2,2,4,3,4,4,3,4,4,4,3,4,2,4,3,3,2,4,2,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,2,2,3,4,3,1,2,2,2,1,3,3,3,3,4,2,1,2,1,1,1,1,1,4,2,1,3,2,4,olive,4,2,2,schooling prior to USF,5,4,5,2,6,6,5,4,4,4,2,5,4,6,19,2,,"1,3",1,2,3,Theravada Buddhism,3,2,Health Sciences,45641
1/27/22 11:15,1/27/22 11:21,0,75.102.132.72,100,400,1,1/27/22 11:21,R_3szyY72viuPrtBw,,,,,28.07679749,-82.44599915,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,3,4,2,2,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1,1,1,4,1,3,6,2,6,2,6,6,6,6,4,1,6,2,1,,Olive,4,2,2,School,1,5,5,1,6,7,2,6,7,1,5,3,5,7,21,1,,"1,4",1,4,3,Methodist,5,1,Statistics,45766
1/27/22 16:55,1/27/22 17:10,0,47.198.86.194,100,936,1,1/27/22 17:10,R_25vm8i8pDq44cMq,,,,,28.22380066,-82.45490265,anonymous,EN,1,1,2,2,2,3,2,3,4,3,4,1,3,3,4,2,2,4,4,4,3,4,3,3,2,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,2,2,3,1,4,2,2,4,3,4,5,2,2,2,olive,4,2,1,,3,1,1,1,1,6,1,2,2,1,1,4,1,5,21,2,,1,1,3,1,,4,2,Psychology ,44743
1/28/22 13:40,1/28/22 13:48,0,131.247.226.57,100,430,1,1/28/22 13:48,R_1Ii1urDlspOr83c,,,,,28.06190491,-82.40440369,anonymous,EN,0.899999976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,2,3,4,4,4,2,4,3,4,2,4,4,3,4,3,3,2,2,3,3,4,1,1,2,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,1,3,4,2,3,1,2,3,3,2,3,4,4,3,1,,olive,3,2,2,high school,4,1,4,1,1,7,2,5,5,1,3,5,4,6,18,2,,"1,3,7",1,4,3,Christian,6,2,Pre-exercise science,45772
1/28/22 13:40,1/28/22 13:57,0,131.247.226.41,100,994,1,1/28/22 13:57,R_tS2XYuhEzPy3wLD,,,,,28.06190491,-82.40440369,anonymous,EN,0.899999976,1,4,2,4,4,4,4,3,3,4,3,4,3,4,2,4,4,4,4,3,3,4,4,3,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,2,4,3,4,4,2,2,4,2,2,3,4,3,4,2,3,3,2,2,2,2,2,3,3,3,3,3,2,1,2,2,2,3,3,3,5,1,1,3,4,2,3,olive,4,2,1,,1,5,6,1,2,6,4,2,2,2,1,1,1,7,19,1,,4,1,2,1,,3,2,Mechanical Engineering,45681
1/28/22 14:55,1/28/22 15:08,0,131.247.226.40,100,785,1,1/28/22 15:08,R_3M3tdmjuVoGS4Zs,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,3,4,4,3,4,2,4,4,4,3,4,4,4,4,4,4,2,3,4,3,4,1,1,1,1,1,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,5,2,5,5,3,1,3,4,2,3,6,2,1,,olive,2,2,1,,2,2,4,1,4,5,2,4,3,2,4,3,2,6,18,2,,1,1,4,1,,6,2,Studio Art/Psychology,45391
1/28/22 19:35,1/28/22 19:46,0,131.247.224.120,100,637,1,1/28/22 19:46,R_2WtWdqmd4x8dRtY,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,3,3,3,2,2,3,2,3,3,3,3,3,4,3,3,3,3,4,3,3,2,2,2,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,3,2,4,2,4,2,2,4,4,4,4,4,2,4,2,2,4,4,1,2,2,3,1,3,3,3,2,5,3,6,1,3,2,4,3,2,1,5,3,1,,Olive,3,2,1,,3,1,6,1,5,7,3,5,3,3,1,1,1,5,19,2,,1,1,3,1,,1,2,Psychology,45013
1/29/22 15:33,1/29/22 15:42,0,47.200.221.84,100,550,1,1/29/22 15:42,R_3nVghaNwATT1ao5,,,,,27.54299927,-82.56020355,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,4,3,5,2,2,2,4,2,2,2,5,3,3,4,black,4,2,1,,2,5,5,4,5,5,5,4,4,4,2,2,1,5,33,2,,1,1,4,3,Christian Orthodox,3,2,psychology,45702
1/29/22 19:58,1/29/22 20:06,0,131.247.226.42,100,508,1,1/29/22 20:06,R_3h4HVLKmRFHtFQE,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,3,4,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,2,3,5,1,2,2,2,5,4,1,1,1,,olive,2,2,2,highschool,2,1,3,1,4,6,2,5,4,1,4,2,2,5,18,2,,4,1,5,3,Jehovah's Witness,6,2,Psychology and Nursing,45805
1/29/22 21:25,1/29/22 21:33,0,173.168.44.250,100,443,1,1/29/22 21:33,R_1F8m4lpYvHov9WQ,,,,,27.95899963,-82.4937973,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,4,1,1,1,1,1,5,4,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,4,2,3,4,4,4,4,2,4,1,1,3,1,3,5,1,4,2,1,1,2,3,6,3,1,2,1,,olive,2,2,1,,3,4,6,1,3,5,3,4,5,2,5,3,1,5,19,2,,4,1,2,1,,1,2,psychology,44561
1/30/22 10:46,1/30/22 10:54,0,47.198.210.105,100,478,1,1/30/22 10:54,R_1eyoAwbgcW0IsoU,,,,,28.04750061,-82.6147995,anonymous,EN,1,1,3,2,4,2,2,3,3,2,4,2,4,4,3,4,4,4,4,4,3,4,3,3,4,3,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,4,3,3,4,4,2,4,2,2,4,4,3,4,4,4,4,3,4,3,3,3,2,2,3,3,3,3,3,2,5,4,6,1,5,4,2,3,4,1,3,3,2,4,olive,2,2,1,,2,1,6,3,6,5,5,6,6,1,5,5,2,6,21,2,,1,1,3,3,christian,5,2,psychology,45757
1/30/22 16:27,1/30/22 16:36,0,131.247.224.23,100,489,1,1/30/22 16:36,R_26aRT6L7cNw9jWK,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,2,4,3,4,4,3,2,4,3,4,4,4,3,4,4,4,4,2,4,2,3,3,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,2,4,2,4,4,3,3,3,3,3,5,6,4,6,4,5,4,5,5,4,4,6,3,1,,olive,3,2,1,,3,2,4,3,7,1,4,2,3,1,1,1,1,5,20,2,,"1,3",1,4,1,,3,1,Health Sciences ,45783
1/30/22 17:43,1/30/22 17:58,0,131.247.226.129,100,913,1,1/30/22 17:58,R_1DO8sRRiOMquHhE,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2,4,4,3,2,3,2,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,3,5,5,1,6,4,1,1,1,4,4,1,3,2,1,,olive,3,2,1,,2,4,4,4,6,5,5,4,4,4,5,4,2,7,18,2,,2,1,4,3,Seventh-Day Adventist,5,2,Health Sciences ,45728
1/30/22 18:20,1/30/22 18:26,0,131.247.224.141,100,358,1,1/30/22 18:26,R_1I5j5KOcPQFfBZC,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,2,4,4,4,4,2,2,4,4,3,4,4,4,4,2,3,3,3,3,3,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,2,1,1,1,1,1,4,1,1,1,1,,olive,1,2,1,,1,2,2,1,1,6,2,1,2,1,5,2,1,4,18,2,,3,1,1,1,,1,2,Biomedical Sciences,45560
1/30/22 21:48,1/30/22 21:58,0,47.200.31.22,100,610,1,1/30/22 21:59,R_qVnPBQ3KXgMZslj,,,,,28.11470032,-82.36779785,anonymous,EN,1,1,4,3,2,3,2,3,2,3,4,4,4,4,3,2,4,4,3,4,3,4,3,3,3,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,3,1,1,1,3,3,5,3,6,2,5,3,4,2,5,3,4,2,1,,favorite color,1,2,1,,3,1,4,1,5,4,4,4,3,2,5,5,3,6,19,1,,3,1,1,1,,1,2,health sciences,45637
1/31/22 10:29,1/31/22 10:42,0,131.247.224.121,100,786,1,1/31/22 10:42,R_2YKxP2Hg8AWPTUu,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,1,4,3,3,4,1,4,4,3,1,4,4,4,3,2,4,3,3,2,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,3,3,4,2,4,4,4,4,1,1,,in olive,1,1,2,Jobs,3,4,7,3,7,6,7,2,2,1,,,,2,19,1,,2,1,4,3,RCCG,5,2,Information Technology,45531
1/31/22 11:01,1/31/22 11:31,0,156.146.54.84,100,1801,1,1/31/22 11:31,R_2q44PKwNnk26DDX,,,,,40.71229553,-74.00679779,anonymous,EN,0.899999976,1,4,4,4,4,2,3,3,3,4,2,4,4,4,3,1,4,4,3,2,3,3,3,4,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,4,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,6,6,4,6,6,5,3,2,6,5,6,4,4,1,,olive,5,2,2,Relationship counseling and other courses assigned by educational institutions. ,3,1,2,1,1,7,1,1,1,1,4,5,1,7,19,1,,1,1,3,1,,2,2,Psychology,45722
1/31/22 13:14,1/31/22 13:23,0,131.247.226.254,100,546,1,1/31/22 13:23,R_aV1UOJGTrOMdaE1,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,2,3,2,3,3,4,3,4,4,1,1,4,4,4,4,4,3,4,4,2,2,1,1,1,1,1,5,4,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,4,2,4,2,2,3,3,3,3,3,3,4,2,6,2,2,1,4,4,4,2,1,4,1,,olive,4,2,1,,3,3,4,1,4,4,5,3,4,4,2,3,1,6,19,2,,1,1,3,3,Catholic,2,2,Psychology,44328
1/31/22 13:38,1/31/22 13:51,0,131.247.226.123,100,767,1,1/31/22 13:51,R_1KyavBYDhzfH3Or,,,,,28.06190491,-82.40440369,anonymous,EN,0.899999976,1,3,2,3,3,2,4,3,3,3,2,3,4,3,2,4,4,3,3,3,2,3,3,2,3,3,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,3,3,4,4,1,4,4,3,4,4,3,4,4,4,4,3,4,3,4,1,4,1,1,1,1,1,1,3,5,2,5,4,2,3,2,3,5,4,5,4,2,4,olive,3,2,1,,2,4,4,4,6,5,5,1,4,2,6,2,2,6,30,1,,1,1,1,,,3,2,Psychology,45703
1/31/22 14:32,1/31/22 14:44,0,191.96.170.81,100,680,1,1/31/22 14:44,R_3FJ2GvRAQXUEwBU,,,,,27.94549561,-82.45980072,anonymous,EN,0.899999976,1,4,3,4,3,3,4,2,3,3,3,4,4,3,3,4,4,4,2,3,3,3,4,2,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,2,4,4,3,2,4,2,4,4,4,4,4,4,4,4,3,4,3,4,2,4,4,3,3,3,3,3,3,4,3,1,2,2,2,2,2,4,2,3,4,4,4,olive,3,2,2,US Military,3,4,3,2,2,7,3,1,4,2,2,2,1,2,30,1,,1,1,3,3,Catholic,3,2,"Non-degree seeking, post baccalaureate",45819
1/31/22 20:49,1/31/22 21:00,0,131.247.226.121,100,680,1,1/31/22 21:00,R_OdiM4ju8V8Q6unn,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,1,3,3,1,1,1,1,1,5,2,3,4,3,3,2,2,2,4,2,4,3,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,1,4,4,6,4,5,3,2,4,3,3,6,1,5,4,2,4,olive,4,2,2,highschool,4,4,4,2,1,4,4,5,4,1,7,7,5,7,18,2,,1,1,1,1,,2,2,Biomedical Science,45582
1/31/22 21:13,1/31/22 21:25,0,131.247.226.244,100,709,1,1/31/22 21:25,R_upLiPnm0UUQ5QiJ,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,2,2,4,2,2,3,3,1,4,2,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,3,3,3,3,3,4,6,2,5,4,2,2,2,2,3,3,3,3,2,2,olive,3,2,2,Drug and Alc. Safety,3,1,1,1,1,7,1,1,1,1,1,1,1,4,19,1,,1,1,3,3,Christian,2,2,Health Science,45813
1/31/22 21:13,1/31/22 21:35,0,131.247.226.55,100,1331,1,1/31/22 21:35,R_1gqeIZV2HL0bpBn,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,3,4,1,1,1,1,1,5,4,4,4,1,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,3,3,4,6,3,4,5,2,2,2,3,4,2,2,2,1,,olive,2,1,1,,2,5,5,5,6,3,5,2,3,5,2,2,1,5,20,2,,4,3,2,1,,1,2,Health Sciences,38896
1/31/22 21:56,1/31/22 22:03,0,131.247.226.40,100,415,1,1/31/22 22:03,R_3ELPBi2ZWcUqPQ2,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,3,4,2,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,6,4,3,2,3,4,3,4,4,1,2,3,1,,olive,3,2,1,,3,3,3,2,3,3,4,3,3,2,5,4,1,5,18,2,,1,1,2,3,jewish,3,2,health sciences and asl interpreting,45587
